Rk,Team,Date,SO,Unnamed: 4,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO.1,HBP,BK,WP,BF,BR
40,SDP,2025-05-24,9,@,ATL,"L, 1-7",8.0,13,7,7,0,2,3,0,9,2,0,0,41,18
41,LAA,2025-05-25,8,,MIA,"L, 0-3",9.0,8,3,3,0,0,1,0,8,0,0,0,35,9
42,LAA,2025-05-23,8,,MIA,"W, 7-4",9.0,14,4,4,0,1,6,0,8,0,1,2,45,20
43,ARI,2025-05-24,8,@,STL,"L, 5-6",8.0,8,6,6,0,0,2,0,8,1,0,0,35,11
44,ATL,2025-05-23,8,,SDP,"L, 1-2",9.0,6,2,2,0,2,2,0,8,0,0,0,33,8
45,BAL,2025-05-25,8,@,BOS,"W, 5-1",9.0,10,1,1,0,0,1,0,8,0,0,0,37,11
46,CHW,2025-05-24,8,,TEX,"W, 10-5",9.0,7,5,3,2,1,3,0,8,1,0,0,40,12
47,COL,2025-05-24,8,,NYY,"L, 1-13",9.0,21,13,6,7,1,5,1,8,0,0,1,50,27
48,LAD,2025-05-25,8,@,NYM,"L, 1-3",8.0,6,3,1,2,1,0,0,8,1,0,0,31,8
49,MIL,2025-05-23,8,@,PIT,"L, 5-6 (10)",9.2,12,6,4,2,2,5,1,8,0,0,1,44,17
50,SEA,2025-05-25,8,@,HOU,"L, 3-5",8.0,13,5,5,0,1,4,1,8,0,0,0,40,18
51,SFG,2025-05-24,8,@,WSN,"L, 0-3",8.0,8,3,3,0,1,0,0,8,0,0,0,32,8
52,TEX,2025-05-23,8,@,CHW,"L, 1-4",8.0,8,4,3,1,0,3,0,8,0,0,0,34,12
53,WSN,2025-05-24,8,,SFG,"W, 3-0",9.0,3,0,0,0,0,2,0,8,0,0,0,32,6
54,ARI,2025-05-25,7,@,STL,"L, 3-4",8.0,8,4,4,0,1,1,0,7,0,0,1,33,9
55,BAL,2025-05-24 (2),7,@,BOS,"W, 2-1",9.0,5,1,1,0,1,1,0,7,1,0,0,34,7
56,BAL,2025-05-23 (1),7,@,BOS,"L, 5-19",8.0,20,19,19,0,3,8,0,7,0,0,1,53,30
57,BOS,2025-05-24 (2),7,,BAL,"L, 1-2",9.0,8,2,2,0,0,6,0,7,0,0,0,36,14
58,CHW,2025-05-25,7,,TEX,"L, 4-5",9.0,6,5,4,1,1,4,0,7,1,0,0,37,12
59,CHW,2025-05-23,7,,TEX,"W, 4-1",9.0,3,1,1,0,0,4,0,7,0,0,0,33,7
60,CIN,2025-05-23,7,,CHC,"L, 6-13",9.0,13,13,13,0,4,4,0,7,0,0,1,45,17
61,CLE,2025-05-25,7,@,DET,"L, 0-5",8.0,8,5,4,1,1,4,0,7,1,0,0,38,15
62,COL,2025-05-23,7,,NYY,"W, 3-2",9.0,5,2,2,0,1,4,0,7,0,0,0,34,9
63,DET,2025-05-23,7,,CLE,"L, 1-3",9.0,8,3,3,0,0,3,0,7,1,0,0,39,12
64,MIA,2025-05-24,7,@,LAA,"W, 6-2",9.0,9,2,2,0,0,1,0,7,0,0,1,35,10
65,NYM,2025-05-25,7,,LAD,"W, 3-1",9.0,6,1,1,0,1,4,0,7,0,0,0,35,11
66,STL,2025-05-25,7,,ARI,"W, 4-3",9.0,10,3,3,0,0,1,0,7,1,0,0,39,12
67,STL,2025-05-24,7,,ARI,"W, 6-5",9.0,12,5,5,0,1,1,0,7,1,0,0,40,14
68,TBR,2025-05-25,7,,TOR,"W, 13-0",9.0,4,0,0,0,0,1,0,7,0,0,0,30,5
69,TOR,2025-05-23,7,@,TBR,"L, 1-3",8.0,8,3,3,0,2,2,0,7,0,0,0,33,10
70,LAA,2025-05-24,6,,MIA,"L, 2-6",9.0,11,6,6,0,1,7,0,6,0,0,0,44,19
71,ATL,2025-05-24,6,,SDP,"W, 7-1",9.0,6,1,1,0,0,4,0,6,1,0,0,38,11
72,CHC,2025-05-23,6,@,CIN,"W, 13-6",9.0,13,6,6,0,0,5,0,6,0,0,1,44,19
73,MIN,2025-05-25,6,,KCR,"L, 1-2 (10)",10.0,9,2,1,1,0,1,0,6,0,1,0,38,10
74,MIN,2025-05-23,6,,KCR,"W, 3-1",9.0,8,1,1,0,0,1,0,6,2,0,0,36,11
75,ATH,2025-05-25,6,,PHI,"W, 5-4",9.0,7,4,4,0,1,3,0,6,0,0,0,35,10
76,TEX,2025-05-24,6,@,CHW,"L, 5-10",8.0,14,10,6,4,2,8,0,6,0,0,0,48,23
77,ARI,2025-05-23,5,@,STL,"L, 3-4",8.0,4,4,4,0,0,4,1,5,1,0,0,31,9
78,BAL,2025-05-24 (1),5,@,BOS,"L, 5-6 (10)",9.1,7,6,4,2,3,3,0,5,0,0,0,38,10
79,BOS,2025-05-25,5,,BAL,"L, 1-5",9.0,7,5,4,1,2,3,0,5,0,0,0,37,11
80,CIN,2025-05-24,5,,CHC,"W, 6-4",9.0,11,4,4,0,2,2,0,5,0,0,0,38,13
81,SEA,2025-05-24,5,@,HOU,"L, 1-2",8.0,11,2,0,2,0,0,0,5,1,0,0,34,13
82,STL,2025-05-23,5,,ARI,"W, 4-3",9.0,8,3,3,0,2,2,0,5,0,0,0,37,10
83,TBR,2025-05-23,5,,TOR,"W, 3-1",9.0,4,1,1,0,0,8,0,5,0,0,0,36,12
84,LAD,2025-05-24,4,@,NYM,"L, 2-5",8.0,11,5,5,0,0,5,1,4,2,0,0,39,18
85,TBR,2025-05-24,4,,TOR,"W, 3-1",9.0,6,1,1,0,1,5,0,4,0,0,0,36,11
86,TOR,2025-05-25,4,@,TBR,"L, 0-13",8.0,15,13,9,4,2,4,0,4,1,0,0,44,21
87,TOR,2025-05-24,4,@,TBR,"L, 1-3",8.0,3,3,3,0,1,2,0,4,0,0,0,29,5
88,WSN,2025-05-25,4,,SFG,"L, 2-3",9.0,5,3,3,0,1,2,0,4,1,0,0,35,9
89,KCR,2025-05-24,3,@,MIN,"L, 4-5",8.2,9,5,5,0,2,3,0,3,2,0,0,39,14
90,SEA,2025-05-23,3,@,HOU,"W, 5-3",9.0,11,3,3,0,1,1,0,3,2,0,0,40,14
91,SFG,2025-05-23,3,@,WSN,"W, 4-0",9.0,5,0,0,0,0,3,0,3,0,0,1,32,8
92,PIT,2025-05-25,2,,MIL,"L, 5-6",9.0,7,6,5,1,0,5,0,2,0,0,0,39,12
1,HOU,2025-05-28,18,,ATH,"W, 5-3",9.0,6,3,3,0,1,3,0,18,0,0,0,36,9
2,BAL,2025-05-28,16,,STL,"L, 4-6",9.0,12,6,6,0,1,5,0,16,0,0,1,43,17
3,SFG,2025-05-28,16,@,DET,"L, 3-4",8.0,7,4,1,3,0,2,0,16,2,0,0,36,12
4,ATL,2025-05-30,14,,BOS,"L, 1-5",9.0,11,5,5,0,1,2,0,14,0,0,0,40,13
5,CHW,2025-05-28,14,@,NYM,"W, 9-4",9.0,5,4,4,0,1,8,0,14,2,0,0,42,15
6,SDP,2025-05-30,14,,PIT,"W, 3-2",9.0,7,2,2,0,0,2,0,14,0,0,0,35,9
7,LAA,2025-05-28,13,,NYY,"L, 0-1",9.0,7,1,1,0,0,5,2,13,0,0,0,38,12
8,LAD,2025-05-27,13,@,CLE,"W, 9-5",9.0,7,5,5,0,1,2,0,13,0,0,1,35,9
9,MIL,2025-05-28,13,,BOS,"W, 6-5 (10)",10.0,9,5,4,1,2,5,1,13,1,0,1,45,16
10,PHI,2025-05-30,13,,MIL,"L, 2-6",9.0,12,6,6,0,2,4,0,13,0,0,0,43,16
11,SFG,2025-05-27,13,@,DET,"L, 1-3",8.0,7,3,3,0,1,1,0,13,0,0,0,32,8
12,TOR,2025-05-29,13,,ATH,"W, 12-0",9.0,4,0,0,0,0,2,0,13,0,0,0,32,6
13,TOR,2025-05-28,13,@,TEX,"W, 2-0",9.0,1,0,0,0,0,3,0,13,0,0,0,31,4
14,ATL,2025-05-29 (2),12,@,PHI,"W, 9-3",9.0,7,3,3,0,0,4,0,12,1,0,0,39,12
15,BOS,2025-05-26,12,@,MIL,"L, 2-3",8.0,7,3,3,0,1,4,0,12,0,0,0,35,11
16,CLE,2025-05-27,12,,LAD,"L, 5-9",9.0,13,9,9,0,3,5,1,12,0,0,0,42,18
17,MIA,2025-05-30,12,,SFG,"L, 0-2",9.0,11,2,2,0,1,1,0,12,1,0,0,39,13
18,KCR,2025-05-30,12,,DET,"L, 5-7",9.0,11,7,7,0,3,3,0,12,0,0,1,41,15
19,ATL,2025-05-27,11,@,PHI,"L, 0-2",8.0,5,2,2,0,0,7,0,11,1,0,0,36,13
20,CHC,2025-05-28,11,,COL,"W, 2-1",9.0,6,1,0,1,0,0,0,11,0,0,0,31,6
21,HOU,2025-05-29,11,,TBR,"L, 3-13",9.0,14,13,13,0,1,6,0,11,3,0,3,50,23
22,KCR,2025-05-27,11,,CIN,"L, 2-7",9.0,10,7,7,0,3,6,1,11,0,0,1,40,16
23,NYM,2025-05-30,11,,COL,"W, 4-2",9.0,6,2,2,0,1,1,0,11,1,0,0,35,8
24,NYY,2025-05-27,11,@,LAA,"W, 3-2",9.0,8,2,2,0,1,0,0,11,0,0,0,35,8
25,NYY,2025-05-26,11,@,LAA,"W, 5-1",9.0,5,1,1,0,1,2,0,11,0,0,0,34,7
26,PHI,2025-05-27,11,,ATL,"W, 2-0",9.0,5,0,0,0,0,4,0,11,0,0,0,37,10
27,PIT,2025-05-28,11,@,ARI,"W, 10-1",9.0,6,1,1,0,1,1,0,11,1,0,0,36,9
28,SFG,2025-05-30,11,@,MIA,"W, 2-0",9.0,3,0,0,0,0,7,0,11,1,0,1,37,11
29,STL,2025-05-27,11,@,BAL,"W, 7-4",9.0,8,4,3,1,1,3,0,11,0,1,1,39,11
30,WSN,2025-05-29,11,@,SEA,"W, 9-3 (10)",10.0,7,3,2,1,0,3,0,11,2,0,2,40,12
31,BAL,2025-05-26,10,,STL,"W, 5-2",9.0,4,2,2,0,1,2,0,10,1,0,0,33,7
32,CLE,2025-05-30,10,,LAA,"L, 1-4",9.0,13,4,4,0,1,4,0,10,0,0,0,42,17
33,DET,2025-05-30,10,@,KCR,"W, 7-5",9.0,12,5,5,0,1,5,1,10,0,0,0,43,17
34,DET,2025-05-27,10,,SFG,"W, 3-1",9.0,6,1,1,0,0,1,0,10,1,0,0,33,8
35,HOU,2025-05-27,10,,ATH,"W, 11-1",9.0,7,1,1,0,1,0,0,10,0,0,0,31,7
36,MIL,2025-05-27,10,,BOS,"W, 5-1 (10)",10.0,7,1,1,0,0,2,0,10,0,0,1,38,9
37,NYM,2025-05-27,10,,CHW,"W, 6-4",9.0,8,4,4,0,1,5,0,10,1,0,0,40,14
38,PIT,2025-05-27,10,@,ARI,"W, 9-6",9.0,8,6,5,1,1,2,0,10,1,0,0,39,12
39,TBR,2025-05-27,10,,MIN,"L, 2-4",9.0,7,4,3,1,1,1,0,10,1,0,0,36,9
40,TEX,2025-05-30,10,,STL,"W, 11-1",9.0,5,1,1,0,0,2,0,10,1,0,3,34,8
41,ARI,2025-05-28,9,,PIT,"L, 1-10",9.0,11,10,9,1,1,3,0,9,0,0,0,42,15
42,BAL,2025-05-30,9,,CHW,"W, 2-1",9.0,6,1,1,0,0,2,0,9,0,0,0,33,8
43,BAL,2025-05-27,9,,STL,"L, 4-7",9.0,14,7,7,0,2,2,0,9,0,0,0,42,16
44,CHC,2025-05-26,9,,COL,"W, 3-1",9.0,5,1,1,0,1,2,0,9,0,0,0,33,7
45,CIN,2025-05-30,9,@,CHC,"W, 6-2",9.0,6,2,2,0,0,2,0,9,0,0,0,34,8
46,COL,2025-05-27,9,@,CHC,"L, 3-4 (11)",10.1,10,4,3,1,0,4,1,9,0,0,0,44,14
47,HOU,2025-05-30,9,,TBR,"W, 2-1",9.0,3,1,1,0,1,1,0,9,0,0,1,29,4
48,LAD,2025-05-28,9,@,CLE,"L, 4-7",8.0,15,7,7,0,1,4,1,9,0,1,0,40,19
49,MIN,2025-05-27,9,@,TBR,"W, 4-2",9.0,6,2,2,0,0,2,0,9,1,1,0,34,9
50,SDP,2025-05-26,9,,MIA,"W, 4-3 (11)",11.0,7,3,3,0,1,2,0,9,0,0,0,40,9
51,STL,2025-05-28,9,@,BAL,"W, 6-4",9.0,12,4,4,0,0,2,0,9,0,0,0,41,14
52,TEX,2025-05-28,9,,TOR,"L, 0-2",9.0,8,2,2,0,1,3,0,9,0,0,0,37,11
53,ARI,2025-05-30,8,,WSN,"L, 7-9",9.0,11,9,7,2,2,6,0,8,0,0,0,43,17
54,ARI,2025-05-27,8,,PIT,"L, 6-9",9.0,12,9,8,1,2,5,0,8,1,0,0,45,19
55,BOS,2025-05-30,8,@,ATL,"W, 5-1",9.0,6,1,1,0,0,3,0,8,1,0,0,37,10
56,BOS,2025-05-27,8,@,MIL,"L, 1-5 (10)",9.1,7,5,4,1,1,4,0,8,2,0,0,40,13
57,CHC,2025-05-27,8,,COL,"W, 4-3 (11)",11.0,7,3,2,1,1,3,0,8,1,0,0,42,11
58,CHW,2025-05-30,8,@,BAL,"L, 1-2",8.0,7,2,2,0,0,1,0,8,1,0,0,32,9
59,CHW,2025-05-26,8,@,NYM,"L, 1-2",8.1,7,2,2,0,0,4,2,8,1,0,0,37,12
60,CLE,2025-05-26,8,,LAD,"L, 2-7",9.0,8,7,7,0,2,8,0,8,0,1,0,42,16
61,COL,2025-05-26,8,@,CHC,"L, 1-3",8.0,4,3,2,1,0,4,0,8,0,0,0,33,8
62,DET,2025-05-28,8,,SFG,"W, 4-3",9.0,10,3,3,0,1,4,0,8,0,0,0,40,14
63,KCR,2025-05-26,8,,CIN,"L, 4-7",9.0,14,7,7,0,1,3,0,8,0,0,1,45,18
64,LAD,2025-05-26,8,@,CLE,"W, 7-2",9.0,6,2,2,0,0,3,0,8,0,0,1,36,10
65,MIN,2025-05-30,8,@,SEA,"W, 12-6 (10)",10.0,9,6,6,0,3,1,0,8,0,0,0,39,10
66,NYY,2025-05-28,8,@,LAA,"W, 1-0",9.0,5,0,0,0,0,2,0,8,0,0,1,33,7
67,PHI,2025-05-29 (1),8,,ATL,"W, 5-4",9.0,13,4,4,0,1,5,0,8,0,0,0,42,18
68,SEA,2025-05-29,8,,WSN,"L, 3-9 (10)",10.0,12,9,7,2,1,4,1,8,0,0,1,44,16
69,SFG,2025-05-26,8,@,DET,"L, 1-3",8.0,7,3,3,0,0,4,1,8,0,0,1,34,11
70,STL,2025-05-26,8,@,BAL,"L, 2-5",8.0,10,5,3,2,1,1,0,8,1,0,0,36,12
71,TBR,2025-05-30,8,@,HOU,"L, 1-2",8.2,7,2,2,0,1,1,0,8,0,0,0,32,8
72,TEX,2025-05-27,8,,TOR,"W, 2-0",9.0,4,0,0,0,0,6,1,8,1,0,0,38,11
73,TOR,2025-05-30,8,,ATH,"W, 11-7",9.0,10,7,7,0,2,4,0,8,1,0,0,38,15
74,TOR,2025-05-27,8,@,TEX,"L, 0-2",8.0,6,2,1,1,0,2,1,8,0,0,0,31,9
75,WSN,2025-05-27,8,@,SEA,"L, 1-9",8.0,12,9,8,1,3,4,0,8,1,0,2,41,17
76,LAA,2025-05-27,7,,NYY,"L, 2-3",9.0,6,3,2,1,2,5,1,7,0,0,1,38,12
77,LAA,2025-05-26,7,,NYY,"L, 1-5",9.0,6,5,4,1,0,3,0,7,1,0,0,38,10
78,ATL,2025-05-29 (1),7,@,PHI,"L, 4-5",8.0,10,5,4,1,2,4,0,7,2,0,0,38,16
79,CHC,2025-05-30,7,,CIN,"L, 2-6",9.0,10,6,6,0,3,4,0,7,0,0,0,38,14
80,CLE,2025-05-28,7,,LAD,"W, 7-4",9.0,7,4,4,0,0,2,0,7,0,0,2,35,9
81,MIA,2025-05-26,7,@,SDP,"L, 3-4 (11)",10.1,5,4,1,3,1,5,1,7,0,0,2,41,11
82,MIL,2025-05-26,7,,BOS,"W, 3-2",9.0,7,2,2,0,0,7,1,7,0,0,0,39,14
83,MIN,2025-05-28,7,@,TBR,"L, 0-5",8.0,8,5,5,0,2,3,0,7,0,1,1,34,11
84,ATH,2025-05-27,7,@,HOU,"L, 1-11",8.0,13,11,11,0,4,2,0,7,0,0,0,39,15
85,PHI,2025-05-29 (2),7,,ATL,"L, 3-9",9.0,8,9,9,0,2,8,0,7,0,0,0,43,16
86,SEA,2025-05-30,7,,MIN,"L, 6-12 (10)",10.0,14,12,11,1,4,4,0,7,0,0,1,48,18
87,STL,2025-05-30,7,@,TEX,"L, 1-11",8.0,15,11,10,1,2,3,0,7,1,0,1,42,20
88,TBR,2025-05-29,7,@,HOU,"W, 13-3",9.0,8,3,3,0,2,0,0,7,0,0,0,35,9
89,TBR,2025-05-28,7,,MIN,"W, 5-0",9.0,6,0,0,0,0,1,0,7,1,0,0,34,8
90,CHW,2025-05-27,6,@,NYM,"L, 4-6",8.0,12,6,6,0,2,1,0,6,1,0,0,38,14
91,LAD,2025-05-30,6,,NYY,"W, 8-5",9.0,9,5,5,0,4,4,0,6,1,0,0,40,14
92,MIN,2025-05-26,6,@,TBR,"L, 2-7",8.0,13,7,7,0,2,1,0,6,0,0,0,37,14
93,NYM,2025-05-28,6,,CHW,"L, 4-9",9.0,12,9,7,2,1,6,0,6,0,0,0,47,19
94,NYM,2025-05-26,6,,CHW,"W, 2-1",9.0,4,1,1,0,0,7,0,6,0,1,0,38,11
95,SDP,2025-05-27,6,,MIA,"W, 8-6",9.0,10,6,6,0,0,3,0,6,0,0,0,40,14
96,SEA,2025-05-28,6,,WSN,"L, 0-9",9.0,12,9,9,0,4,4,0,6,1,0,0,43,18
97,TBR,2025-05-26,6,,MIN,"W, 7-2",9.0,5,2,2,0,1,0,0,6,1,0,0,31,6
98,TOR,2025-05-26,6,@,TEX,"W, 2-1",9.0,5,1,1,0,1,0,0,6,0,0,0,32,5
99,LAA,2025-05-30,5,@,CLE,"W, 4-1",9.0,6,1,1,0,0,7,0,5,0,0,0,37,13
100,ARI,2025-05-26,5,,PIT,"W, 5-0",9.0,6,0,0,0,0,2,0,5,0,0,0,35,9
101,BOS,2025-05-28,5,@,MIL,"L, 5-6 (10)",9.1,8,6,3,3,1,5,1,5,0,0,0,43,14
102,CIN,2025-05-28,5,@,KCR,"L, 2-3",8.0,8,3,3,0,0,4,0,5,0,0,1,34,12
103,CIN,2025-05-27,5,@,KCR,"W, 7-2",9.0,8,2,2,0,0,1,0,5,1,0,0,36,10
104,COL,2025-05-30,5,@,NYM,"L, 2-4",8.0,9,4,4,0,3,0,0,5,0,0,0,31,9
105,MIA,2025-05-27,5,@,SDP,"L, 6-8",8.0,13,8,6,2,2,4,0,5,0,0,0,43,18
106,KCR,2025-05-28,5,,CIN,"W, 3-2",9.0,9,2,2,0,0,2,0,5,0,0,0,37,11
107,ATH,2025-05-28,5,@,HOU,"L, 3-5",8.0,7,5,4,1,1,4,0,5,1,0,0,37,13
108,SDP,2025-05-28,5,,MIA,"L, 8-10",9.0,13,10,7,3,3,1,0,5,1,0,1,41,15
109,SEA,2025-05-27,5,,WSN,"W, 9-1",9.0,4,1,1,0,1,1,0,5,0,0,0,30,5
110,WSN,2025-05-30,5,@,ARI,"W, 9-7",9.0,12,7,7,0,0,3,0,5,1,0,0,40,16
111,CIN,2025-05-26,4,@,KCR,"W, 7-4",9.0,7,4,4,0,1,1,0,4,1,1,0,35,9
112,DET,2025-05-26,4,,SFG,"W, 3-1",9.0,5,1,1,0,0,3,0,4,0,0,0,34,8
113,MIL,2025-05-30,4,@,PHI,"W, 6-2",9.0,4,2,2,0,1,1,0,4,0,0,0,32,5
114,NYY,2025-05-30,4,@,LAD,"L, 5-8",8.0,12,8,8,0,2,2,1,4,0,1,0,37,15
115,ATH,2025-05-30,4,@,TOR,"L, 7-11",8.0,15,11,11,0,2,11,1,4,0,0,0,49,26
116,WSN,2025-05-28,4,@,SEA,"W, 9-0",9.0,5,0,0,0,0,0,0,4,0,0,0,31,5
117,COL,2025-05-28,3,@,CHC,"L, 1-2",8.0,6,2,2,0,1,3,0,3,0,0,0,30,9
118,MIA,2025-05-28,3,@,SDP,"W, 10-8",9.0,9,8,8,0,1,5,0,3,0,0,0,39,14
119,ATH,2025-05-29,3,@,TOR,"L, 0-12",8.0,18,12,12,0,4,5,0,3,0,0,0,47,23
120,PIT,2025-05-30,3,@,SDP,"L, 2-3",8.0,3,3,3,0,0,2,0,3,0,0,0,29,5
121,PIT,2025-05-26,3,@,ARI,"L, 0-5",8.0,10,5,5,0,2,4,0,3,0,0,0,37,14
122,TEX,2025-05-26,1,,TOR,"L, 1-2",9.0,8,2,2,0,1,4,0,1,0,0,0,39,12
