Rk,Team,Date,HR,Unnamed: 4,Opp,Result,PA,AB,R,H,1B,2B,3B,HR.1,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,Unnamed: 3
1436,NYM,2025-05-19,0,@,BOS,L 1-3,34,31,1,8,7,1,0,0.0,1,1,0,3,7,0.258,0.324,0.29,0.614,9,3,0,0,0,0,
1437,NYM,2025-05-18,0,@,NYY,L 2-8,34,30,2,3,2,1,0,0.0,1,0,0,3,11,0.1,0.182,0.133,0.315,4,0,0,1,0,0,
1438,NYM,2025-05-17,0,@,NYY,W 3-2,38,29,3,6,4,2,0,0.0,3,1,0,6,6,0.207,0.342,0.276,0.618,8,1,1,0,2,0,
1439,NYM,2025-05-16,0,@,NYY,L 2-6,38,32,2,5,2,3,0,0.0,2,1,0,6,11,0.156,0.289,0.25,0.539,8,0,0,0,0,0,
1440,NYM,2025-05-14,0,,PIT,L 0-4,35,30,0,6,6,0,0,0.0,0,0,0,5,6,0.2,0.314,0.2,0.514,6,1,0,0,0,0,
1441,NYM,2025-05-12,0,,PIT,W 4-3,39,33,4,10,7,3,0,0.0,4,1,0,4,8,0.303,0.385,0.394,0.779,13,2,1,0,1,0,
1442,NYM,2025-05-06,0,@,ARI,L 1-5,33,29,1,4,4,0,0,0.0,1,0,0,4,8,0.138,0.242,0.138,0.38,4,2,0,0,0,0,
1443,NYM,2025-05-04 (2),0,@,STL,L 4-5,41,35,4,10,10,0,0,0.0,4,2,0,5,6,0.286,0.39,0.286,0.676,10,2,1,0,0,0,
1444,NYM,2025-05-04 (1),0,@,STL,L 5-6,44,35,5,10,7,3,0,0.0,5,1,0,8,7,0.286,0.409,0.371,0.781,13,1,0,0,1,0,
1445,NYM,2025-04-27,0,@,WSN,L 7-8,42,32,7,9,7,2,0,0.0,6,0,0,5,4,0.281,0.405,0.344,0.749,11,2,3,0,2,0,
1446,NYM,2025-04-25,0,@,WSN,L 4-5,36,34,4,8,7,0,1,0.0,4,0,0,2,4,0.235,0.278,0.294,0.572,10,0,0,0,0,0,
1447,NYM,2025-04-22,0,,PHI,W 5-1,39,32,5,9,7,2,0,0.0,5,1,1,6,7,0.281,0.41,0.344,0.754,11,0,1,0,0,1,
1448,NYM,2025-04-16,0,@,MIN,L 3-4 (10),41,37,3,10,7,3,0,0.0,3,1,0,3,11,0.27,0.341,0.351,0.693,13,2,1,0,0,0,
1449,NYM,2025-04-13,0,@,ATH,W 8-0,46,38,8,11,5,4,2,0.0,6,0,0,7,7,0.289,0.413,0.5,0.913,19,2,1,0,0,1,
1450,NYM,2025-04-09,0,,MIA,L 0-5,30,28,0,2,2,0,0,0.0,0,0,0,2,5,0.071,0.133,0.071,0.205,2,1,0,0,0,0,
1451,NYM,2025-04-07,0,,MIA,W 2-0,36,31,2,9,7,2,0,0.0,2,1,1,5,5,0.29,0.389,0.355,0.744,11,1,0,0,0,0,
1452,NYM,2025-04-06,0,,TOR,W 2-1,33,28,2,7,6,1,0,0.0,2,0,0,3,9,0.25,0.333,0.286,0.619,8,2,1,0,1,0,
1453,NYM,2025-04-05,0,,TOR,W 3-2,37,33,3,8,4,2,2,0.0,3,0,0,3,11,0.242,0.297,0.424,0.722,14,0,0,0,1,0,
1454,NYM,2025-03-29,0,@,HOU,L 1-2,32,28,1,1,0,1,0,0.0,1,2,0,4,9,0.036,0.156,0.071,0.228,2,0,0,0,0,0,
1455,NYM,2025-03-27,0,@,HOU,L 1-3,38,30,1,6,5,1,0,0.0,1,0,0,6,7,0.2,0.342,0.233,0.575,7,1,1,0,1,0,
1456,NYY,2025-05-28,0,@,LAA,W 1-0,38,32,1,7,4,3,0,0.0,1,1,0,5,13,0.219,0.316,0.313,0.628,10,1,0,0,1,2,
1457,NYY,2025-05-26,0,@,LAA,W 5-1,38,33,5,6,5,1,0,0.0,5,0,0,3,7,0.182,0.263,0.212,0.475,7,0,1,0,1,0,
1458,NYY,2025-05-25,0,@,COL,W 5-4,40,35,5,9,5,3,1,0.0,5,1,0,4,9,0.257,0.325,0.4,0.725,14,0,0,0,1,2,
1459,NYY,2025-05-16,0,,NYM,W 6-2,39,31,6,8,7,1,0,0.0,5,1,0,7,6,0.258,0.385,0.29,0.675,9,0,0,0,1,0,
1460,NYY,2025-05-13,0,@,SEA,L 1-2 (11),43,39,1,5,3,2,0,0.0,0,3,0,3,13,0.128,0.209,0.179,0.389,7,0,1,0,0,1,
1461,NYY,2025-04-28,0,@,BAL,L 3-4,39,37,3,10,8,2,0,0.0,3,0,0,1,15,0.27,0.308,0.324,0.632,12,0,1,0,0,0,
1462,NYY,2025-04-25,0,,TOR,L 2-4,40,34,2,10,7,3,0,0.0,2,0,2,4,6,0.294,0.375,0.382,0.757,13,0,1,0,1,0,
1463,NYY,2025-04-23,0,@,CLE,W 5-1,45,37,5,11,6,4,1,0.0,5,2,0,8,14,0.297,0.422,0.459,0.882,17,1,0,0,0,0,
1464,NYY,2025-04-18,0,@,TBR,W 1-0,34,30,1,5,5,0,0,0.0,1,0,1,4,10,0.167,0.265,0.167,0.431,5,1,0,0,0,0,
1465,NYY,2025-04-15,0,,KCR,W 4-2,37,30,4,6,5,1,0,0.0,4,1,0,6,9,0.2,0.333,0.233,0.567,7,0,0,0,0,0,
1466,NYY,2025-04-11,0,,SFG,L 1-9 (6),22,17,1,2,1,1,0,0.0,1,1,0,5,9,0.118,0.318,0.176,0.495,3,0,0,0,0,0,
1467,NYY,2025-04-08,0,@,DET,L 0-5,33,32,0,6,6,0,0,0.0,0,0,0,1,9,0.188,0.212,0.188,0.4,6,1,0,0,0,0,
1468,NYY,2025-04-07,0,@,DET,L 2-6,36,33,2,7,6,0,1,0.0,1,1,0,3,8,0.212,0.278,0.273,0.551,9,1,0,0,0,0,
1469,NYY,2025-04-06,0,@,PIT,L 4-5 (11),45,42,4,8,5,2,1,0.0,4,2,0,3,13,0.19,0.244,0.286,0.53,12,0,0,0,0,1,
1470,ATH,2025-05-29,0,@,TOR,L 0-12,32,30,0,4,3,1,0,0.0,0,0,0,2,13,0.133,0.188,0.167,0.354,5,1,0,0,0,0,
1471,ATH,2025-05-19,0,,LAA,L 3-4,39,31,3,7,5,2,0,0.0,2,4,1,5,6,0.226,0.368,0.29,0.659,9,2,2,0,0,0,
1472,ATH,2025-05-18,0,@,SFG,L 2-3,36,31,2,4,2,2,0,0.0,2,1,0,5,5,0.129,0.25,0.194,0.444,6,0,0,0,0,0,
1473,ATH,2025-05-17,0,@,SFG,L 0-1 (10),38,35,0,5,3,2,0,0.0,0,1,0,3,8,0.143,0.211,0.2,0.411,7,0,0,0,0,0,
1474,ATH,2025-05-16,0,@,SFG,L 1-9,33,31,1,5,4,1,0,0.0,1,0,0,2,7,0.161,0.212,0.194,0.406,6,1,0,0,0,0,
1475,ATH,2025-05-09,0,,NYY,L 2-10,35,34,2,7,6,1,0,0.0,2,0,0,1,8,0.206,0.229,0.235,0.464,8,0,0,0,0,0,
1476,ATH,2025-05-06,0,,SEA,L 3-5,40,35,3,10,8,2,0,0.0,3,3,0,4,7,0.286,0.375,0.343,0.718,12,1,1,0,0,0,
1477,ATH,2025-05-04,0,@,MIA,W 3-2,36,34,3,10,8,1,1,0.0,3,3,0,2,8,0.294,0.333,0.382,0.716,13,2,0,0,0,0,
1478,ATH,2025-05-01,0,@,TEX,W 3-0,40,34,3,8,8,0,0,0.0,3,0,0,5,9,0.235,0.325,0.235,0.56,8,0,0,0,1,0,
1479,ATH,2025-04-28,0,@,TEX,W 2-1,37,32,2,8,6,2,0,0.0,2,1,0,4,8,0.25,0.333,0.313,0.646,10,1,0,1,0,0,
1480,ATH,2025-04-24,0,,TEX,W 4-3,38,36,4,10,7,3,0,0.0,3,0,0,2,10,0.278,0.316,0.361,0.677,13,0,0,0,0,0,
1481,ATH,2025-04-18,0,@,MIL,L 3-5,40,35,3,10,9,1,0,0.0,3,0,0,4,6,0.286,0.35,0.314,0.664,11,1,0,0,1,0,
1482,ATH,2025-04-16,0,@,CHW,W 3-1,37,34,3,8,6,1,1,0.0,3,2,0,3,4,0.235,0.297,0.324,0.621,11,1,0,0,0,0,
1483,ATH,2025-04-13,0,,NYM,L 0-8,33,31,0,5,4,1,0,0.0,0,0,0,2,6,0.161,0.212,0.194,0.406,6,2,0,0,0,0,
1484,ATH,2025-04-12,0,,NYM,W 3-1,32,31,3,9,6,3,0,0.0,3,0,1,0,7,0.29,0.29,0.387,0.677,12,0,0,0,0,0,
1485,ATH,2025-04-09,0,,SDP,L 1-2,32,26,1,2,2,0,0,0.0,1,1,0,5,4,0.077,0.219,0.077,0.296,2,1,0,0,1,0,
1486,PHI,2025-05-29 (2),0,,ATL,L 3-9,39,34,3,7,5,2,0,0.0,3,0,0,4,12,0.206,0.308,0.265,0.572,9,0,1,0,0,0,
1487,PHI,2025-05-27,0,,ATL,W 2-0,36,28,2,5,4,1,0,0.0,2,1,0,7,11,0.179,0.361,0.214,0.575,6,1,1,0,0,0,
1488,PHI,2025-05-22,0,@,COL,W 2-0,33,30,2,4,1,3,0,0.0,2,3,0,3,8,0.133,0.212,0.233,0.445,7,0,0,0,0,0,
1489,PHI,2025-05-18,0,,PIT,W 1-0,28,27,1,3,3,0,0,0.0,1,0,0,1,9,0.111,0.143,0.111,0.254,3,0,0,0,0,0,
1490,PHI,2025-05-16,0,,PIT,W 8-4,41,31,8,9,7,1,1,0.0,8,1,0,8,4,0.29,0.439,0.387,0.826,12,1,1,0,1,0,
1491,PHI,2025-05-14 (1),0,,STL,W 2-1,33,29,2,7,6,1,0,0.0,2,2,0,4,5,0.241,0.333,0.276,0.609,8,0,0,0,0,0,
1492,PHI,2025-05-12,0,,STL,L 2-3,37,36,2,9,8,1,0,0.0,2,0,0,1,8,0.25,0.27,0.278,0.548,10,0,0,0,0,0,
1493,PHI,2025-05-09,0,@,CLE,L 0-6,36,30,0,6,6,0,0,0.0,0,0,1,6,10,0.2,0.333,0.2,0.533,6,1,0,0,0,0,
1494,PHI,2025-05-01,0,,WSN,L 2-4,36,34,2,9,7,1,1,0.0,2,0,0,2,7,0.265,0.306,0.353,0.658,12,2,0,0,0,0,
1495,PHI,2025-04-27,0,@,CHC,W 3-1 (10),39,33,3,6,4,1,1,0.0,3,0,1,5,3,0.182,0.282,0.273,0.555,9,1,0,0,1,0,
1496,PHI,2025-04-25,0,@,CHC,L 0-4,37,32,0,5,3,2,0,0.0,0,1,0,4,12,0.156,0.27,0.219,0.489,7,0,1,0,0,0,
1497,PHI,2025-04-23,0,@,NYM,L 3-4 (10),44,40,3,11,11,0,0,0.0,3,1,0,4,7,0.275,0.341,0.275,0.616,11,1,0,0,0,0,
1498,PHI,2025-04-22,0,@,NYM,L 1-5,37,33,1,8,7,1,0,0.0,1,0,0,4,8,0.242,0.324,0.273,0.597,9,1,0,0,0,0,
1499,PHI,2025-04-20,0,,MIA,L 5-7 (10),44,39,5,10,8,2,0,0.0,5,2,1,3,6,0.256,0.341,0.308,0.649,12,0,2,0,0,0,
1500,PHI,2025-04-19,0,,MIA,W 11-10,46,40,11,18,11,7,0,0.0,11,5,0,4,7,0.45,0.5,0.625,1.125,25,1,1,0,1,0,
1501,PHI,2025-04-17,0,,SFG,W 6-4,34,26,6,6,5,0,1,0.0,5,1,1,6,7,0.231,0.382,0.308,0.69,8,3,1,0,1,0,
1502,PHI,2025-04-13,0,@,STL,L 0-7,31,30,0,3,3,0,0,0.0,0,1,0,1,9,0.1,0.129,0.1,0.229,3,0,0,0,0,0,
1503,PHI,2025-04-12,0,@,STL,W 4-1,38,34,4,8,5,3,0,0.0,4,0,0,3,10,0.235,0.297,0.324,0.621,11,0,0,1,0,0,
1504,PHI,2025-04-11,0,@,STL,L 0-2,32,30,0,3,3,0,0,0.0,0,2,0,2,4,0.1,0.156,0.1,0.256,3,0,0,0,0,0,
1505,PHI,2025-04-05,0,,LAD,L 1-3,32,29,1,4,4,0,0,0.0,1,1,0,2,8,0.138,0.219,0.138,0.357,4,1,1,0,0,0,
1506,PHI,2025-04-04,0,,LAD,W 3-2,32,27,3,5,3,2,0,0.0,2,1,0,5,7,0.185,0.313,0.259,0.572,7,2,0,0,0,1,
1507,PHI,2025-04-02,0,,COL,W 5-1,38,35,5,12,9,3,0,0.0,5,1,0,2,4,0.343,0.378,0.429,0.807,15,0,0,1,0,1,
1508,PHI,2025-03-30,0,@,WSN,L 1-5,38,33,1,8,8,0,0,0.0,1,0,0,4,6,0.242,0.342,0.242,0.585,8,2,1,0,0,0,
1509,PIT,2025-05-30,0,@,SDP,L 2-3,35,33,2,7,6,1,0,0.0,2,0,0,2,14,0.212,0.257,0.242,0.5,8,1,0,0,0,0,
1510,PIT,2025-05-26,0,@,ARI,L 0-5,35,33,0,6,4,2,0,0.0,0,0,0,2,5,0.182,0.229,0.242,0.471,8,1,0,0,0,0,
1511,PIT,2025-05-24,0,,MIL,W 2-1,33,32,2,9,6,2,1,0.0,2,0,0,1,10,0.281,0.303,0.406,0.709,13,1,0,0,0,0,
1512,PIT,2025-05-21,0,,CIN,W 3-1,35,30,3,9,7,2,0,0.0,3,0,1,4,7,0.3,0.371,0.367,0.738,11,0,0,0,1,0,
1513,PIT,2025-05-20,0,,CIN,W 1-0,34,28,1,6,5,1,0,0.0,1,2,0,4,4,0.214,0.353,0.25,0.603,7,3,2,0,0,1,
1514,PIT,2025-05-19,0,,CIN,L 1-7,33,31,1,5,3,2,0,0.0,1,0,0,1,8,0.161,0.212,0.226,0.438,7,1,1,0,0,0,
1515,PIT,2025-05-18,0,@,PHI,L 0-1,32,31,0,6,6,0,0,0.0,0,0,1,1,14,0.194,0.219,0.194,0.412,6,1,0,0,0,0,
1516,PIT,2025-05-13,0,@,NYM,L 1-2,40,35,1,6,4,1,1,0.0,1,3,0,5,11,0.171,0.275,0.257,0.532,9,0,0,0,0,0,
1517,PIT,2025-05-11,0,,ATL,W 4-3,40,34,4,11,10,1,0,0.0,3,3,1,4,9,0.324,0.4,0.353,0.753,12,0,1,0,1,1,
1518,PIT,2025-05-10,0,,ATL,L 2-3 (11),47,39,2,9,8,1,0,0.0,2,2,0,6,10,0.231,0.333,0.256,0.59,10,1,0,2,0,1,
1519,PIT,2025-05-07,0,@,STL,L 0-5,33,31,0,4,4,0,0,0.0,0,0,0,1,10,0.129,0.156,0.129,0.285,4,0,0,0,0,0,
1520,PIT,2025-05-06,0,@,STL,L 1-2,34,31,1,4,3,1,0,0.0,1,1,0,3,9,0.129,0.206,0.161,0.367,5,0,0,0,0,0,
1521,PIT,2025-05-04,0,,SDP,L 0-4,35,33,0,8,6,1,1,0.0,0,0,1,2,11,0.242,0.286,0.333,0.619,11,1,0,0,0,0,
1522,PIT,2025-05-03,0,,SDP,L 1-2,38,30,1,6,6,0,0,0.0,1,1,0,8,3,0.2,0.368,0.2,0.568,6,2,0,0,0,0,
1523,PIT,2025-04-30,0,,CHC,W 4-3,35,30,4,9,5,4,0,0.0,4,0,0,4,10,0.3,0.371,0.433,0.805,13,3,0,0,1,0,
1524,PIT,2025-04-29,0,,CHC,L 0-9,36,33,0,7,6,1,0,0.0,0,0,0,3,6,0.212,0.278,0.242,0.52,8,1,0,0,0,0,
1525,PIT,2025-04-25,0,@,LAD,W 3-0,37,31,3,6,6,0,0,0.0,3,2,1,5,7,0.194,0.324,0.194,0.518,6,2,1,0,0,0,
1526,PIT,2025-04-20,0,,CLE,L 4-5 (10),42,39,4,11,8,3,0,0.0,4,1,0,3,9,0.282,0.333,0.359,0.692,14,2,0,0,0,0,
1527,PIT,2025-04-19,0,,CLE,L 0-3,33,31,0,6,3,2,1,0.0,0,1,0,2,7,0.194,0.242,0.323,0.565,10,1,0,0,0,0,
1528,PIT,2025-04-15,0,,WSN,L 0-3,32,31,0,4,4,0,0,0.0,0,0,0,1,10,0.129,0.156,0.129,0.285,4,1,0,0,0,0,
1529,PIT,2025-04-14,0,,WSN,W 10-3,38,31,10,14,12,2,0,0.0,10,1,1,5,6,0.452,0.514,0.516,1.03,16,2,0,1,1,0,
1530,PIT,2025-04-13,0,@,CIN,L 0-4,30,29,0,2,0,1,1,0.0,0,1,0,1,9,0.069,0.1,0.172,0.272,5,0,0,0,0,0,
1531,PIT,2025-04-09,0,,STL,W 2-1 (13),49,39,2,5,5,0,0,0.0,2,0,1,9,10,0.128,0.306,0.128,0.434,5,2,1,0,0,2,
1532,PIT,2025-04-06,0,,NYY,W 5-4 (11),43,37,5,7,4,2,1,0.0,5,1,0,5,12,0.189,0.279,0.297,0.576,11,0,0,0,1,1,
1533,PIT,2025-04-05,0,,NYY,L 4-10,34,29,4,4,1,3,0,0.0,4,0,0,5,10,0.138,0.265,0.241,0.506,7,2,0,0,0,0,
1534,PIT,2025-04-01,0,@,TBR,L 0-7,34,34,0,9,9,0,0,0.0,0,0,0,0,15,0.265,0.265,0.265,0.529,9,2,0,0,0,0,
1535,PIT,2025-03-31,0,@,TBR,L 1-6,31,31,1,4,3,1,0,0.0,1,2,0,0,10,0.129,0.129,0.161,0.29,5,0,0,0,0,0,
1536,PIT,2025-03-29,0,@,MIA,L 4-5 (12),50,42,4,9,8,1,0,0.0,3,6,0,8,10,0.214,0.34,0.238,0.578,10,1,0,0,0,2,
1537,SDP,2025-05-30,0,,PIT,W 3-2,29,27,3,3,1,2,0,0.0,3,0,0,2,3,0.111,0.172,0.185,0.358,5,1,0,0,0,0,
1538,SDP,2025-05-24,0,@,ATL,L 1-7,38,33,1,6,4,2,0,0.0,1,1,0,4,6,0.182,0.289,0.242,0.532,8,0,1,0,0,0,
1539,SDP,2025-05-21,0,@,TOR,L 0-14,33,33,0,5,2,2,1,0.0,0,0,0,0,10,0.152,0.152,0.273,0.424,9,0,0,0,0,0,
1540,SDP,2025-05-20,0,@,TOR,L 0-3,32,31,0,5,4,1,0,0.0,0,0,0,1,8,0.161,0.188,0.194,0.381,6,1,0,0,0,0,
1541,SDP,2025-05-16,0,,SEA,L 1-5,36,34,1,8,5,2,1,0.0,1,0,0,1,9,0.235,0.278,0.353,0.631,12,1,1,0,0,0,
1542,SDP,2025-05-11,0,@,COL,L 3-9,34,32,3,5,5,0,0,0.0,3,0,0,1,4,0.156,0.206,0.156,0.362,5,1,1,0,0,0,
1543,SDP,2025-05-06,0,@,NYY,L 3-12,37,34,3,10,8,2,0,0.0,2,0,0,2,6,0.294,0.324,0.353,0.677,12,2,0,0,1,0,
1544,SDP,2025-05-05,0,@,NYY,W 4-3,36,32,4,6,5,1,0,0.0,4,1,0,4,7,0.188,0.278,0.219,0.497,7,0,0,0,0,0,
1545,SDP,2025-04-27,0,,TBR,L 2-4,33,28,2,5,5,0,0,0.0,2,0,0,3,4,0.179,0.25,0.179,0.429,5,2,0,1,1,0,
1546,SDP,2025-04-26,0,,TBR,L 1-4,32,29,1,5,1,3,1,0.0,1,0,1,3,6,0.172,0.25,0.345,0.595,10,1,0,0,0,0,
1547,SDP,2025-04-25,0,,TBR,L 0-1,32,30,0,5,4,1,0,0.0,0,1,0,1,9,0.167,0.219,0.2,0.419,6,2,1,0,0,0,
1548,SDP,2025-04-23,0,@,DET,L 0-6,30,28,0,2,2,0,0,0.0,0,0,1,1,9,0.071,0.103,0.071,0.175,2,0,0,1,0,0,
1549,SDP,2025-04-16,0,,CHC,W 4-2,38,30,4,7,6,1,0,0.0,4,0,0,7,4,0.233,0.378,0.267,0.645,8,0,0,1,0,0,
1550,SDP,2025-04-13,0,,COL,W 6-0,38,32,6,11,7,4,0,0.0,5,0,0,6,3,0.344,0.447,0.469,0.916,15,3,0,0,0,0,
1551,SDP,2025-04-09,0,@,ATH,W 2-1,40,37,2,12,10,2,0,0.0,2,2,0,2,9,0.324,0.35,0.378,0.728,14,1,0,0,1,0,
1552,SDP,2025-04-05,0,@,CHC,L 1-7,35,33,1,8,7,1,0,0.0,1,0,0,1,7,0.242,0.286,0.273,0.558,9,1,1,0,0,0,
1553,SDP,2025-03-31,0,,CLE,W 7-2,39,33,7,12,9,3,0,0.0,7,1,0,5,4,0.364,0.436,0.455,0.89,15,0,0,0,1,0,
1554,SDP,2025-03-30,0,,ATL,W 5-0,37,31,5,9,4,5,0,0.0,5,4,0,6,9,0.29,0.405,0.452,0.857,14,1,0,0,0,0,
1555,SDP,2025-03-29,0,,ATL,W 1-0,30,27,1,4,3,1,0,0.0,1,0,1,2,7,0.148,0.233,0.185,0.419,5,0,1,0,0,1,
1556,SEA,2025-05-29,0,,WSN,L 3-9 (10),40,35,3,7,7,0,0,0.0,3,4,1,3,11,0.2,0.3,0.2,0.5,7,1,2,0,0,0,
1557,SEA,2025-05-28,0,,WSN,L 0-9,31,31,0,5,5,0,0,0.0,0,0,1,0,4,0.161,0.161,0.161,0.323,5,0,0,0,0,0,
1558,SEA,2025-05-25,0,@,HOU,L 3-5,40,38,3,11,10,1,0,0.0,3,0,0,1,10,0.289,0.325,0.316,0.641,12,0,1,0,0,0,
1559,SEA,2025-05-24,0,@,HOU,L 1-2,36,31,1,5,4,0,1,0.0,1,2,0,5,11,0.161,0.278,0.226,0.504,7,0,0,0,0,0,
1560,SEA,2025-05-20,0,@,CHW,L 0-1,34,29,0,4,1,3,0,0.0,0,0,1,4,6,0.138,0.265,0.241,0.506,7,2,1,0,0,0,
1561,SEA,2025-05-14,0,,NYY,L 2-3,36,32,2,6,5,1,0,0.0,2,2,0,2,15,0.188,0.278,0.219,0.497,7,1,2,0,0,0,
1562,SEA,2025-05-13,0,,NYY,W 2-1 (11),37,34,2,6,5,1,0,0.0,2,0,0,2,13,0.176,0.222,0.206,0.428,7,1,0,1,0,0,
1563,SEA,2025-05-09,0,,TOR,L 3-6,39,37,3,9,7,2,0,0.0,3,0,0,2,11,0.243,0.282,0.297,0.579,11,0,0,0,0,0,
1564,SEA,2025-05-05,0,@,ATH,L 6-7 (11),46,38,6,8,7,1,0,0.0,6,1,0,7,9,0.211,0.326,0.237,0.563,9,1,0,0,1,0,
1565,SEA,2025-05-04,0,@,TEX,L 1-8,33,30,1,4,4,0,0,0.0,1,1,0,3,5,0.133,0.212,0.133,0.345,4,1,0,0,0,0,
1566,SEA,2025-04-24,0,@,BOS,W 4-3,43,34,4,9,8,1,0,0.0,4,2,0,8,13,0.265,0.395,0.294,0.689,10,1,0,0,1,0,
1567,SEA,2025-04-08,0,,HOU,L 1-2 (12),44,40,1,5,3,2,0,0.0,1,4,0,3,19,0.125,0.205,0.175,0.38,7,1,1,0,0,0,
1568,SEA,2025-04-01,0,,DET,L 1-4,32,26,1,1,1,0,0,0.0,1,0,0,4,7,0.038,0.188,0.038,0.226,1,0,1,0,1,0,
1569,SEA,2025-03-29,0,,ATH,L 2-4,38,30,2,5,4,1,0,0.0,1,4,0,6,12,0.167,0.342,0.2,0.542,6,1,2,0,0,0,
1570,SEA,2025-03-28,0,,ATH,L 0-7,34,31,0,5,5,0,0,0.0,0,0,0,3,13,0.161,0.235,0.161,0.397,5,0,0,0,0,0,
1571,SFG,2025-05-27,0,@,DET,L 1-3,33,31,1,6,5,1,0,0.0,1,0,0,1,10,0.194,0.242,0.226,0.468,7,2,1,0,0,0,
1572,SFG,2025-05-26,0,@,DET,L 1-3,34,31,1,5,5,0,0,0.0,1,0,0,3,4,0.161,0.235,0.161,0.397,5,1,0,0,0,0,
1573,SFG,2025-05-24,0,@,WSN,L 0-3,32,30,0,3,3,0,0,0.0,0,0,0,2,8,0.1,0.156,0.1,0.256,3,1,0,0,0,0,
1574,SFG,2025-05-23,0,@,WSN,W 4-0,37,30,4,7,7,0,0,0.0,3,0,1,6,13,0.233,0.378,0.233,0.612,7,2,1,0,0,0,
1575,SFG,2025-05-20,0,,KCR,W 3-2,35,31,3,8,6,1,1,0.0,3,0,0,3,8,0.258,0.343,0.355,0.698,11,3,1,0,0,0,
1576,SFG,2025-05-19,0,,KCR,L 1-3,35,32,1,6,4,2,0,0.0,1,0,0,3,7,0.188,0.257,0.25,0.507,8,0,0,0,0,0,
1577,SFG,2025-05-17,0,,ATH,W 1-0 (10),38,32,1,5,4,1,0,0.0,1,0,1,5,10,0.156,0.27,0.188,0.458,6,0,0,1,0,1,
1578,SFG,2025-05-12,0,,ARI,L 1-2,34,33,1,8,7,1,0,0.0,1,0,0,1,10,0.242,0.265,0.273,0.537,9,1,0,0,0,0,
1579,SFG,2025-05-07,0,@,CHC,W 3-1,39,34,3,9,7,2,0,0.0,3,0,0,5,11,0.265,0.359,0.324,0.683,11,1,0,0,0,0,
1580,SFG,2025-04-27,0,,TEX,W 3-2,33,28,3,5,5,0,0,0.0,2,1,0,4,4,0.179,0.303,0.179,0.482,5,0,1,0,0,0,
1581,SFG,2025-04-26,0,,TEX,W 3-2,36,32,3,11,10,1,0,0.0,3,1,0,3,4,0.344,0.4,0.375,0.775,12,2,0,1,0,0,
1582,SFG,2025-04-25,0,,TEX,L 0-2,32,31,0,4,4,0,0,0.0,0,0,0,1,13,0.129,0.156,0.129,0.285,4,0,0,0,0,0,
1583,SFG,2025-04-23,0,,MIL,W 4-2,35,32,4,8,8,0,0,0.0,3,0,1,3,7,0.25,0.314,0.25,0.564,8,0,0,0,0,0,
1584,SFG,2025-04-22,0,,MIL,L 3-11,39,33,3,11,9,2,0,0.0,3,0,0,4,4,0.333,0.41,0.394,0.804,13,3,1,0,1,0,
1585,SFG,2025-04-18,0,@,LAA,L 0-2,34,31,0,4,4,0,0,0.0,0,0,0,3,8,0.129,0.206,0.129,0.335,4,0,0,0,0,0,
1586,SFG,2025-04-16,0,@,PHI,W 11-4,48,38,11,13,9,4,0,0.0,10,0,1,9,10,0.342,0.458,0.447,0.906,17,0,0,0,1,0,
1587,SFG,2025-04-15,0,@,PHI,L 4-6,36,34,4,8,6,2,0,0.0,4,2,0,2,8,0.235,0.278,0.294,0.572,10,1,0,0,0,0,
1588,SFG,2025-04-08,0,,CIN,L 0-1,32,30,0,4,3,1,0,0.0,0,0,0,1,5,0.133,0.161,0.167,0.328,5,1,0,1,0,0,
1589,SFG,2025-04-07,0,,CIN,L 0-2,32,31,0,4,3,1,0,0.0,0,1,0,1,7,0.129,0.156,0.161,0.318,5,1,0,0,0,0,
1590,SFG,2025-04-05,0,,SEA,W 4-1,35,31,4,10,6,4,0,0.0,4,1,1,4,5,0.323,0.4,0.452,0.852,14,1,0,0,0,0,
1591,STL,2025-05-30,0,@,TEX,L 1-11,34,31,1,5,4,1,0,0.0,1,0,0,2,10,0.161,0.235,0.194,0.429,6,1,1,0,0,0,
1592,STL,2025-05-24,0,,ARI,W 6-5,35,32,6,8,6,2,0,0.0,6,0,0,2,8,0.25,0.314,0.313,0.627,10,0,1,0,0,0,
1593,STL,2025-05-23,0,,ARI,W 4-3,31,25,4,4,3,0,1,0.0,4,1,0,4,5,0.16,0.3,0.24,0.54,6,2,1,1,0,1,
1594,STL,2025-05-21,0,,DET,L 1-5,33,31,1,5,5,0,0,0.0,1,0,0,1,9,0.161,0.212,0.161,0.373,5,1,1,0,0,0,
1595,STL,2025-05-16,0,@,KCR,W 10-3,41,39,10,13,8,5,0,0.0,9,0,0,1,8,0.333,0.341,0.462,0.803,18,1,0,0,1,0,
1596,STL,2025-05-14 (1),0,@,PHI,L 1-2,35,31,1,6,5,1,0,0.0,1,1,1,3,10,0.194,0.286,0.226,0.512,7,1,1,0,0,0,
1597,STL,2025-05-10,0,@,WSN,W 4-2,38,32,4,7,5,2,0,0.0,4,1,0,3,5,0.219,0.324,0.281,0.606,9,0,2,1,0,0,
1598,STL,2025-05-09,0,@,WSN,W 10-0,47,35,10,11,7,4,0,0.0,8,0,0,8,9,0.314,0.426,0.429,0.854,15,0,1,0,3,0,
